date,open,high,low,close,volume,adjclose
1688131800,144.60000610351562,146,143.66000366210938,145.44000244140625,14208500,145.44000244140625
1688045400,140.07000732421875,143.55999755859375,139.85000610351562,143.42999267578125,15423200,143.42999267578125
1687959000,139.16000366210938,139.2100067138672,137.9600067138672,138.58999633789062,7558600,138.58999633789062
1687872600,139,139.83999633789062,138.5399932861328,139.1999969482422,8154000,139.1999969482422
1687786200,138.8699951171875,140.00999450683594,137.69000244140625,139.19000244140625,8429700,139.19000244140625
1687527000,138.5399932861328,139.17999267578125,137.6199951171875,138.85000610351562,9907500,138.85000610351562
1687440600,142.30999755859375,142.60000610351562,138.9499969482422,139.5800018310547,10075200,139.5800018310547
1687354200,142.89999389648438,144.02000427246094,141.69000244140625,142.32000732421875,9926500,142.32000732421875
1687267800,142.61000061035156,143,141.0399932861328,142.52999877929688,8428600,142.52999877929688
1686922200,143.0500030517578,143.97000122070312,142.5,143.25999450683594,13812100,143.25999450683594
1686835800,140.58999633789062,143.39999389648438,140.02999877929688,143.08999633789062,9343100,143.08999633789062
1686749400,143,143.61000061035156,140.6999969482422,141.49000549316406,9068700,141.49000549316406
1686663000,140.47999572753906,142.8699951171875,140.13999938964844,142.02000427246094,7701600,142.02000427246094
1686576600,141.07000732421875,141.32000732421875,139.75999450683594,141,7596600,141
1686317400,140.35000610351562,141.8000030517578,140.2100067138672,141.00999450683594,7249100,141.00999450683594
1686231000,140.6699981689453,140.88999938964844,139.47999572753906,140.72999572753906,7368100,140.72999572753906
1686144600,139.5500030517578,141.27000427246094,138.8300018310547,140.69000244140625,9281400,140.69000244140625
1686058200,138.67999267578125,140.10000610351562,138.2100067138672,139.33999633789062,9329500,139.33999633789062
1685971800,140.11000061035156,140.11000061035156,138.1300048828125,139.08999633789062,8511900,139.08999633789062
1685712600,139.55999755859375,141.47999572753906,139.33999633789062,140.47000122070312,12917200,140.47000122070312
