date,open,high,low,close,volume,adjclose
1688383620,30616.166015625,30789.11328125,30602.2890625,30662.69921875,11841122304,30662.69921875
1688256000,30587.26953125,30766.140625,30264.01953125,30620.76953125,10533418042,30620.76953125
1688169600,30471.84765625,30641.2890625,30328.865234375,30590.078125,9086606733,30590.078125
1688083200,30441.353515625,31256.86328125,29600.275390625,30477.251953125,26387306197,30477.251953125
1687996800,30086.1875,30796.25,30057.203125,30445.3515625,13180860821,30445.3515625
1687910400,30696.560546875,30703.279296875,29921.822265625,30086.24609375,14571500779,30086.24609375
1687824000,30274.3203125,31006.787109375,30236.650390625,30688.1640625,16428827944,30688.1640625
1687737600,30480.5234375,30636.029296875,29955.744140625,30271.130859375,16493186997,30271.130859375
1687651200,30545.150390625,31041.271484375,30327.943359375,30480.26171875,12703464114,30480.26171875
1687564800,30708.73828125,30804.1484375,30290.146484375,30548.6953125,12147822496,30548.6953125
1687478400,29896.3828125,31389.5390625,29845.21484375,30695.46875,24115570085,30695.46875
1687392000,29995.935546875,30495.998046875,29679.158203125,29912.28125,20653160491,29912.28125
1687305600,28311.310546875,30737.330078125,28283.41015625,30027.296875,33346760979,30027.296875
1687219200,26841.6640625,28388.96875,26668.791015625,28327.48828125,22211859147,28327.48828125
1687132800,26335.44140625,26984.611328125,26312.83203125,26851.029296875,12826986222,26851.029296875
1687046400,26510.45703125,26675.92578125,26325.890625,26336.212890625,9565695129,26336.212890625
1686960000,26328.6796875,26769.39453125,26174.4921875,26510.67578125,11090276850,26510.67578125
1686873600,25575.283203125,26463.173828125,25245.357421875,26327.462890625,16324646965,26327.462890625
1686787200,25121.673828125,25735.30859375,24797.16796875,25576.39453125,15837384409,25576.39453125
1686700800,25920.2578125,26041.80078125,24902.15234375,25124.67578125,14265717766,25124.67578125
1686614400,25902.94140625,26376.3515625,25728.365234375,25918.728515625,14143474486,25918.728515625
1686528000,25934.28515625,26087.919921875,25675.197265625,25902.5,11677889997,25902.5
1686441600,25854.03125,26203.439453125,25668.986328125,25940.16796875,10732609603,25940.16796875
1686355200,26481.76171875,26531.044921875,25501.8359375,25851.240234375,19872933189,25851.240234375
1686268800,26505.923828125,26770.2890625,26339.314453125,26480.375,11015551640,26480.375
1686182400,26347.654296875,26797.513671875,26246.6640625,26508.216796875,11904824295,26508.216796875
1686096000,27235.650390625,27332.181640625,26146.98828125,26345.998046875,19530045082,26345.998046875
1686009600,25732.109375,27313.8203125,25434.8671875,27238.783203125,21929670693,27238.783203125
1685923200,27123.109375,27129.982421875,25445.16796875,25760.09765625,21513292646,25760.09765625
1685836800,27075.123046875,27407.01953125,26968.224609375,27119.06640625,9360912318,27119.06640625
1685750400,27252.32421875,27317.052734375,26958.00390625,27075.12890625,8385597470,27075.12890625
1685664000,26824.556640625,27303.861328125,26574.64453125,27249.58984375,14837415000,27249.58984375
1685577600,27218.412109375,27346.10546875,26671.720703125,26819.97265625,14678970415,26819.97265625
1685491200,27700.529296875,27831.677734375,26866.453125,27219.658203125,15656371534,27219.658203125
1685404800,27745.123046875,28044.759765625,27588.501953125,27702.349609375,13251081851,27702.349609375
1685318400,28075.591796875,28432.0390625,27563.876953125,27745.884765625,15181308984,27745.884765625
1685232000,26871.158203125,28193.44921875,26802.751953125,28085.646484375,14545229578,28085.646484375
1685145600,26720.181640625,26888.8828125,26621.140625,26868.353515625,7892015141,26868.353515625
1685059200,26474.181640625,26916.669921875,26343.94921875,26719.291015625,12711619225,26719.291015625
1684972800,26329.4609375,26591.51953125,25890.59375,26476.20703125,13851122697,26476.20703125
1684886400,27224.603515625,27224.603515625,26106.576171875,26334.818359375,16299104428,26334.818359375
1684800000,26855.9609375,27434.68359375,26816.1796875,27225.7265625,13697203143,27225.7265625
1684713600,26749.892578125,27045.734375,26549.734375,26851.27734375,11056770492,26851.27734375
1684627200,27118.423828125,27265.91796875,26706.921875,26753.826171875,8647416921,26753.826171875
1684540800,26888.841796875,27155.158203125,26843.27734375,27129.5859375,7044911360,27129.5859375
1684454400,26826.75390625,27128.619140625,26700.2109375,26890.12890625,11258983301,26890.12890625
1684368000,27401.650390625,27466.52734375,26415.1015625,26832.208984375,15222938600,26832.208984375
1684281600,27035.470703125,27465.927734375,26600.14453125,27398.802734375,15140006925,27398.802734375
1684195200,27171.513671875,27299.3046875,26878.947265625,27036.650390625,12732238816,27036.650390625
1684108800,26931.384765625,27646.34765625,26766.09765625,27192.693359375,14413231792,27192.693359375
1684022400,26788.974609375,27150.9765625,26661.35546875,26930.638671875,10014858959,26930.638671875
1683936000,26807.76953125,27030.482421875,26710.873046875,26784.078125,9999171605,26784.078125
1683849600,26987.662109375,27055.646484375,25878.4296875,26804.990234375,19313599897,26804.990234375
1683763200,27621.0859375,27621.94140625,26781.826171875,27000.7890625,16724343943,27000.7890625
1683676800,27654.63671875,28322.6875,26883.669921875,27621.755859375,20656025026,27621.755859375
1683590400,27695.068359375,27821.400390625,27375.6015625,27658.775390625,14128593256,27658.775390625
1683504000,28450.45703125,28663.271484375,27310.134765625,27694.2734375,19122903752,27694.2734375
1683417600,28901.623046875,29157.517578125,28441.3671875,28454.978515625,11301355486,28454.978515625
1683331200,29538.859375,29820.126953125,28468.966796875,28904.623046875,15913866714,28904.623046875
1683244800,28851.48046875,29668.908203125,28845.509765625,29534.384765625,17936566518,29534.384765625
1683158400,29031.3046875,29353.185546875,28694.0390625,28847.7109375,15548678514,28847.7109375
1683072000,28680.494140625,29259.533203125,28178.388671875,29006.30859375,19122972518,29006.30859375
1682985600,28087.17578125,28881.298828125,27924.123046875,28680.537109375,16432924527,28680.537109375
1682899200,29227.103515625,29329.935546875,27680.79296875,28091.568359375,18655599976,28091.568359375
1682812800,29245.515625,29952.029296875,29114.021484375,29268.806640625,14652199272,29268.806640625
1682726400,29336.56640625,29452.455078125,29088.04296875,29248.48828125,10662634333,29248.48828125
1682640000,29481.013671875,29572.791015625,28929.609375,29340.26171875,17544464887,29340.26171875
1682553600,28428.46484375,29871.546875,28402.88671875,29473.787109375,27153445027,29473.787109375
1682467200,28300.05859375,29995.837890625,27324.548828125,28422.701171875,31854242019,28422.701171875
